Start_Building,Start_Lat,Start_Lon,End_Building,End_Lat,End_Lon,Distance (m),Terrain,Walking_Speed (m/s),ETA (min),Path
KEE I,3.007416,101.720382,Library,3.004833,101.719575,433.08,concrete,1.3,5.55,"[(3.007416, 101.720382), (3.007306, 101.720653), (3.00711, 101.720567), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004881, 101.719533), (3.004833, 101.719575)]"
KEE I,3.007416,101.720382,Tower Block,3.008645,101.721409,222.31,concrete,1.3,2.85,"[(3.007416, 101.720382), (3.007306, 101.720653), (3.007334, 101.720665), (3.00734, 101.720668), (3.007543, 101.720759), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008403, 101.721323), (3.008523, 101.721365), (3.008645, 101.721409)]"
KEE II,3.004173,101.719735,ACADEMIC BLOCK,3.005997,101.721394,341.24,concrete,1.3,4.37,"[(3.004173, 101.719735), (3.004172, 101.720023), (3.004319, 101.720021), (3.004339, 101.72004), (3.004375, 101.720073), (3.004514, 101.720153), (3.004514, 101.720438), (3.004513, 101.720714), (3.004764, 101.720739), (3.004847, 101.720894), (3.004978, 101.721146), (3.005084, 101.721081), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394)]"
KEE II,3.004173,101.719735,ADMINISTRATION BLOCK,3.006333,101.720479,368.98,concrete,1.3,4.73,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479)]"
KEE II,3.004173,101.719735,ION2,3.008366,101.72091,638.31,concrete,1.3,8.18,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008366, 101.72091)]"
KEE II,3.004173,101.719735,KAA I,3.006982,101.721075,497.26,concrete,1.3,6.38,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.00676, 101.720992), (3.006839, 101.721022), (3.006982, 101.721075)]"
KEE II,3.004173,101.719735,KAA II,3.004261,101.721313,187.24,concrete,1.3,2.4,"[(3.004173, 101.719735), (3.004172, 101.720023), (3.004176, 101.7201), (3.004179, 101.720175), (3.004177, 101.720652), (3.004172, 101.720826), (3.004139, 101.720841), (3.004146, 101.720861), (3.004179, 101.720945), (3.004231, 101.721073), (3.004242, 101.721095), (3.004333, 101.721276), (3.004296, 101.721295), (3.004261, 101.721313)]"
KEE II,3.004173,101.719735,KAW I,3.00676,101.720992,471.03,concrete,1.3,6.04,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.00676, 101.720992)]"
KEE II,3.004173,101.719735,KAW II,3.004961,101.721446,268.63,concrete,1.3,3.44,"[(3.004173, 101.719735), (3.004172, 101.720023), (3.004176, 101.7201), (3.004179, 101.720175), (3.004177, 101.720652), (3.004201, 101.720668), (3.00427, 101.720713), (3.004269, 101.720811), (3.004269, 101.720904), (3.004387, 101.721145), (3.0044, 101.721169), (3.00443, 101.721227), (3.004498, 101.721358), (3.004773, 101.721204), (3.004776, 101.721386), (3.004961, 101.721446)]"
KEE II,3.004173,101.719735,KBP I (EAST),3.006915,101.720413,454.64,concrete,1.3,5.83,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006915, 101.720413)]"
KEE II,3.004173,101.719735,KBP I (NORTH),3.007784,101.720685,567.11,concrete,1.3,7.27,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007784, 101.720685)]"
KEE II,3.004173,101.719735,KBP II,3.004822,101.722189,314.79,concrete,1.3,4.04,"[(3.004173, 101.719735), (3.004172, 101.720023), (3.004176, 101.7201), (3.004179, 101.720175), (3.004177, 101.720652), (3.004172, 101.720826), (3.004139, 101.720841), (3.004146, 101.720861), (3.004179, 101.720945), (3.004231, 101.721073), (3.004242, 101.721095), (3.004333, 101.721276), (3.00444, 101.721489), (3.004459, 101.721527), (3.004584, 101.721757), (3.004689, 101.721825), (3.004732, 101.721843), (3.004913, 101.721918), (3.004945, 101.721931), (3.004858, 101.722115), (3.004822, 101.722189)]"
KEE II,3.004173,101.719735,KEE I,3.007416,101.720382,529.47,concrete,1.3,6.79,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.00711, 101.720567), (3.007306, 101.720653), (3.007416, 101.720382)]"
KEE II,3.004173,101.719735,KKA I,3.007845,101.72149,607.5,concrete,1.3,7.79,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.007845, 101.72149)]"
KEE II,3.004173,101.719735,KKA II,3.003791,101.720491,161.88,concrete,1.3,2.08,"[(3.004173, 101.719735), (3.004172, 101.720023), (3.004176, 101.7201), (3.004179, 101.720175), (3.004177, 101.720652), (3.003789, 101.720644), (3.003791, 101.720491)]"
KEE II,3.004173,101.719735,KKK II,3.004514,101.720438,106.18,concrete,1.3,1.36,"[(3.004173, 101.719735), (3.004172, 101.720023), (3.004319, 101.720021), (3.004339, 101.72004), (3.004375, 101.720073), (3.004514, 101.720153), (3.004514, 101.720438)]"
KEE II,3.004173,101.719735,KMP I,3.007385,101.721337,557.75,concrete,1.3,7.15,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.006972, 101.720904), (3.007191, 101.721), (3.007244, 101.721023), (3.007406, 101.721093), (3.007474, 101.721122), (3.007385, 101.721337)]"
KEE II,3.004173,101.719735,KMP II,3.004601,101.721031,192.15,concrete,1.3,2.46,"[(3.004173, 101.719735), (3.004172, 101.720023), (3.004176, 101.7201), (3.004179, 101.720175), (3.004177, 101.720652), (3.004201, 101.720668), (3.00427, 101.720713), (3.004269, 101.720811), (3.004269, 101.720904), (3.004387, 101.721145), (3.004601, 101.721031)]"
KEE II,3.004173,101.719735,KPM I,3.008275,101.721383,618.36,concrete,1.3,7.93,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008275, 101.721383)]"
KEE II,3.004173,101.719735,KPM II,3.003631,101.71975,122.97,concrete,1.3,1.58,"[(3.004173, 101.719735), (3.004172, 101.720023), (3.004, 101.720025), (3.00382, 101.720028), (3.003632, 101.720031), (3.003631, 101.71975)]"
KEE II,3.004173,101.719735,Library,3.004833,101.719575,131.99,concrete,1.3,1.69,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.004881, 101.719533), (3.004833, 101.719575)]"
KEE II,3.004173,101.719735,Tower Block,3.008645,101.721409,646.31,concrete,1.3,8.29,"[(3.004173, 101.719735), (3.004174, 101.719433), (3.00437, 101.719436), (3.004432, 101.719437), (3.004503, 101.719438), (3.004752, 101.719438), (3.004775, 101.719439), (3.004903, 101.719439), (3.005415, 101.719485), (3.005852, 101.71965), (3.005818, 101.719721), (3.005873, 101.719817), (3.005989, 101.719843), (3.00608, 101.720018), (3.006102, 101.720021), (3.00617, 101.719995), (3.006475, 101.720115), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008403, 101.721323), (3.008523, 101.721365), (3.008645, 101.721409)]"
KKA I,3.007845,101.72149,ACADEMIC BLOCK,3.005997,101.721394,346.81,concrete,1.3,4.45,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394)]"
KKA I,3.007845,101.72149,ADMINISTRATION BLOCK,3.006333,101.720479,238.52,concrete,1.3,3.06,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479)]"
KKA I,3.007845,101.72149,ION2,3.008366,101.72091,110.97,concrete,1.3,1.42,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008366, 101.72091)]"
KKA I,3.007845,101.72149,KAA I,3.006982,101.721075,215.12,concrete,1.3,2.76,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.006972, 101.720904), (3.006899, 101.720874), (3.006839, 101.721022), (3.006982, 101.721075)]"
KKA I,3.007845,101.72149,KAA II,3.004261,101.721313,568.78,concrete,1.3,7.29,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004871, 101.721149), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.004368, 101.721258), (3.004333, 101.721276), (3.004296, 101.721295), (3.004261, 101.721313)]"
KKA I,3.007845,101.72149,KAW I,3.00676,101.720992,207.6,concrete,1.3,2.66,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.006972, 101.720904), (3.006899, 101.720874), (3.006839, 101.721022), (3.00676, 101.720992)]"
KKA I,3.007845,101.72149,KAW II,3.004961,101.721446,486.76,concrete,1.3,6.24,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005208, 101.721289), (3.004975, 101.721407), (3.004961, 101.721446)]"
KKA I,3.007845,101.72149,KBP I (EAST),3.006915,101.720413,210.91,concrete,1.3,2.7,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006915, 101.720413)]"
KKA I,3.007845,101.72149,KBP I (NORTH),3.007784,101.720685,119.1,concrete,1.3,1.53,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007784, 101.720685)]"
KKA I,3.007845,101.72149,KBP II,3.004822,101.722189,568.98,concrete,1.3,7.29,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005623, 101.721395), (3.005591, 101.721465), (3.005576, 101.721497), (3.005606, 101.72151), (3.00541, 101.721997), (3.005367, 101.721982), (3.005342, 101.722047), (3.005328, 101.722084), (3.005148, 101.722012), (3.004964, 101.721938), (3.004945, 101.721931), (3.004858, 101.722115), (3.004822, 101.722189)]"
KKA I,3.007845,101.72149,KEE I,3.007416,101.720382,183.5,concrete,1.3,2.35,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007543, 101.720759), (3.00734, 101.720668), (3.007334, 101.720665), (3.007306, 101.720653), (3.007416, 101.720382)]"
KKA I,3.007845,101.72149,KEE II,3.004173,101.719735,607.5,concrete,1.3,7.79,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004775, 101.719439), (3.004752, 101.719438), (3.004503, 101.719438), (3.004432, 101.719437), (3.00437, 101.719436), (3.004174, 101.719433), (3.004173, 101.719735)]"
KKA I,3.007845,101.72149,KKA II,3.003791,101.720491,650.29,concrete,1.3,8.34,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.00427, 101.720713), (3.004201, 101.720668), (3.004177, 101.720652), (3.003789, 101.720644), (3.003791, 101.720491)]"
KKA I,3.007845,101.72149,KKK II,3.004514,101.720438,581.86,concrete,1.3,7.46,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438)]"
KKA I,3.007845,101.72149,KMP I,3.007385,101.721337,154.45,concrete,1.3,1.98,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007406, 101.721093), (3.007474, 101.721122), (3.007385, 101.721337)]"
KKA I,3.007845,101.72149,KMP II,3.004601,101.721031,534.94,concrete,1.3,6.86,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.00482, 101.72091), (3.004601, 101.721031)]"
KKA I,3.007845,101.72149,KPM I,3.008275,101.721383,91.03,concrete,1.3,1.17,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008275, 101.721383)]"
KKA I,3.007845,101.72149,KPM II,3.003631,101.71975,668.88,concrete,1.3,8.58,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004775, 101.719439), (3.004752, 101.719438), (3.004503, 101.719438), (3.004432, 101.719437), (3.00437, 101.719436), (3.004174, 101.719433), (3.004005, 101.719435), (3.003633, 101.719434), (3.003631, 101.71975)]"
KKA I,3.007845,101.72149,Library,3.004833,101.719575,511.11,concrete,1.3,6.55,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004881, 101.719533), (3.004833, 101.719575)]"
KKA I,3.007845,101.72149,Tower Block,3.008645,101.721409,118.97,concrete,1.3,1.53,"[(3.007845, 101.72149), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008403, 101.721323), (3.008523, 101.721365), (3.008645, 101.721409)]"
KKA II,3.003791,101.720491,ACADEMIC BLOCK,3.005997,101.721394,303.49,concrete,1.3,3.89,"[(3.003791, 101.720491), (3.003789, 101.720644), (3.004177, 101.720652), (3.004201, 101.720668), (3.00427, 101.720713), (3.004513, 101.720714), (3.004764, 101.720739), (3.004847, 101.720894), (3.004978, 101.721146), (3.005084, 101.721081), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394)]"
KKA II,3.003791,101.720491,ADMINISTRATION BLOCK,3.006333,101.720479,411.78,concrete,1.3,5.28,"[(3.003791, 101.720491), (3.003789, 101.720644), (3.004177, 101.720652), (3.004201, 101.720668), (3.00427, 101.720713), (3.004513, 101.720714), (3.004764, 101.720739), (3.004847, 101.720894), (3.004978, 101.721146), (3.005084, 101.721081), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479)]"
KKA II,3.003791,101.720491,ION2,3.008366,101.72091,681.1,concrete,1.3,8.73,"[(3.003791, 101.720491), (3.003789, 101.720644), (3.004177, 101.720652), (3.004201, 101.720668), (3.00427, 101.720713), (3.004513, 101.720714), (3.004764, 101.720739), (3.004847, 101.720894), (3.004978, 101.721146), (3.005084, 101.721081), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008366, 101.72091)]"
KKA II,3.003791,101.720491,KAA I,3.006982,101.721075,483.03,concrete,1.3,6.19,"[(3.003791, 101.720491), (3.003789, 101.720644), (3.004177, 101.720652), (3.004201, 101.720668), (3.00427, 101.720713), (3.004513, 101.720714), (3.004764, 101.720739), (3.004847, 101.720894), (3.004978, 101.721146), (3.005084, 101.721081), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.006827, 101.721453), (3.006941, 101.721179), (3.006982, 101.721075)]"
KKA II,3.003791,101.720491,KAA II,3.004261,101.721313,145.2,concrete,1.3,1.86,"[(3.003791, 101.720491), (3.003789, 101.720644), (3.004177, 101.720652), (3.004172, 101.720826), (3.004139, 101.720841), (3.004146, 101.720861), (3.004179, 101.720945), (3.004231, 101.721073), (3.004242, 101.721095), (3.004333, 101.721276), (3.004296, 101.721295), (3.004261, 101.721313)]"
KKA II,3.003791,101.720491,KAW I,3.00676,101.720992,508.47,concrete,1.3,6.52,"[(3.003791, 101.720491), (3.003789, 101.720644), (3.004177, 101.720652), (3.004201, 101.720668), (3.00427, 101.720713), (3.004513, 101.720714), (3.004764, 101.720739), (3.004847, 101.720894), (3.004978, 101.721146), (3.005084, 101.721081), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.006827, 101.721453), (3.006689, 101.721399), (3.006839, 101.721022), (3.00676, 101.720992)]"
KKA II,3.003791,101.720491,KAW II,3.004961,101.721446,226.59,concrete,1.3,2.91,"[(3.003791, 101.720491), (3.003789, 101.720644), (3.004177, 101.720652), (3.004201, 101.720668), (3.00427, 101.720713), (3.004269, 101.720811), (3.004269, 101.720904), (3.004387, 101.721145), (3.0044, 101.721169), (3.00443, 101.721227), (3.004498, 101.721358), (3.004773, 101.721204), (3.004776, 101.721386), (3.004961, 101.721446)]"
KKA II,3.003791,101.720491,KBP I (EAST),3.006915,101.720413,497.44,concrete,1.3,6.38,"[(3.003791, 101.720491), (3.003789, 101.720644), (3.004177, 101.720652), (3.004201, 101.720668), (3.00427, 101.720713), (3.004513, 101.720714), (3.004764, 101.720739), (3.004847, 101.720894), (3.004978, 101.721146), (3.005084, 101.721081), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006915, 101.720413)]"
