Start_Building,Start_Lat,Start_Lon,End_Building,End_Lat,End_Lon,Distance (m),Terrain,Walking_Speed (m/s),ETA (min),Path
KAW I,3.00676,101.720992,KMP I,3.007385,101.721337,122.24,ground,0.8,2.55,"[(3.00676, 101.720992), (3.006839, 101.721022), (3.006899, 101.720874), (3.006972, 101.720904), (3.007191, 101.721), (3.007244, 101.721023), (3.007406, 101.721093), (3.007474, 101.721122), (3.007385, 101.721337)]"
KAW I,3.00676,101.720992,KMP II,3.004601,101.721031,393.12,ground,0.8,8.19,"[(3.00676, 101.720992), (3.006839, 101.721022), (3.006689, 101.721399), (3.006827, 101.721453), (3.006873, 101.721471), (3.006848, 101.721528), (3.006763, 101.721731), (3.006671, 101.721697), (3.006686, 101.721655), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.00482, 101.72091), (3.004601, 101.721031)]"
KAW I,3.00676,101.720992,KPM I,3.008275,101.721383,218.46,ground,0.8,4.55,"[(3.00676, 101.720992), (3.006839, 101.721022), (3.006899, 101.720874), (3.006972, 101.720904), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008275, 101.721383)]"
KAW I,3.00676,101.720992,KPM II,3.003631,101.71975,532.41,concrete,1.3,6.83,"[(3.00676, 101.720992), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004775, 101.719439), (3.004752, 101.719438), (3.004503, 101.719438), (3.004432, 101.719437), (3.00437, 101.719436), (3.004174, 101.719433), (3.004005, 101.719435), (3.003633, 101.719434), (3.003631, 101.71975)]"
KAW I,3.00676,101.720992,Library,3.004833,101.719575,374.64,concrete,1.3,4.8,"[(3.00676, 101.720992), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004881, 101.719533), (3.004833, 101.719575)]"
KAW I,3.00676,101.720992,Tower Block,3.008645,101.721409,246.4,ground,0.8,5.13,"[(3.00676, 101.720992), (3.006839, 101.721022), (3.006899, 101.720874), (3.006972, 101.720904), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008403, 101.721323), (3.008523, 101.721365), (3.008645, 101.721409)]"
KAW II,3.004961,101.721446,ACADEMIC BLOCK,3.005997,101.721394,139.96,paved,1.1,2.12,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394)]"
KAW II,3.004961,101.721446,ADMINISTRATION BLOCK,3.006333,101.720479,248.25,paved,1.1,3.76,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479)]"
KAW II,3.004961,101.721446,ION2,3.008366,101.72091,517.57,paved,1.1,7.84,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008366, 101.72091)]"
KAW II,3.004961,101.721446,KAA I,3.006982,101.721075,319.5,paved,1.1,4.84,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.006827, 101.721453), (3.006941, 101.721179), (3.006982, 101.721075)]"
KAW II,3.004961,101.721446,KAA II,3.004261,101.721313,114.03,paving_stones,1.0,1.9,"[(3.004961, 101.721446), (3.004776, 101.721386), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.004368, 101.721258), (3.004333, 101.721276), (3.004296, 101.721295), (3.004261, 101.721313)]"
KAW II,3.004961,101.721446,KAW I,3.00676,101.720992,344.94,paved,1.1,5.23,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.006827, 101.721453), (3.006689, 101.721399), (3.006839, 101.721022), (3.00676, 101.720992)]"
KAW II,3.004961,101.721446,KBP I (EAST),3.006915,101.720413,333.91,paved,1.1,5.06,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006915, 101.720413)]"
KAW II,3.004961,101.721446,KBP I (NORTH),3.007784,101.720685,446.38,paved,1.1,6.76,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007784, 101.720685)]"
KAW II,3.004961,101.721446,KBP II,3.004822,101.722189,115.23,paved,1.1,1.75,"[(3.004961, 101.721446), (3.004828, 101.72179), (3.004761, 101.721766), (3.004744, 101.721811), (3.004732, 101.721843), (3.004913, 101.721918), (3.004945, 101.721931), (3.004858, 101.722115), (3.004822, 101.722189)]"
KAW II,3.004961,101.721446,KEE I,3.007416,101.720382,408.73,paved,1.1,6.19,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.00711, 101.720567), (3.007306, 101.720653), (3.007416, 101.720382)]"
KAW II,3.004961,101.721446,KEE II,3.004173,101.719735,268.63,paving_stones,1.0,4.48,"[(3.004961, 101.721446), (3.004776, 101.721386), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.0044, 101.721169), (3.004387, 101.721145), (3.004269, 101.720904), (3.004269, 101.720811), (3.00427, 101.720713), (3.004201, 101.720668), (3.004177, 101.720652), (3.004179, 101.720175), (3.004176, 101.7201), (3.004172, 101.720023), (3.004173, 101.719735)]"
KAW II,3.004961,101.721446,KKA I,3.007845,101.72149,486.76,paved,1.1,7.38,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.007845, 101.72149)]"
KAW II,3.004961,101.721446,KKA II,3.003791,101.720491,226.59,paving_stones,1.0,3.78,"[(3.004961, 101.721446), (3.004776, 101.721386), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.0044, 101.721169), (3.004387, 101.721145), (3.004269, 101.720904), (3.004269, 101.720811), (3.00427, 101.720713), (3.004201, 101.720668), (3.004177, 101.720652), (3.003789, 101.720644), (3.003791, 101.720491)]"
KAW II,3.004961,101.721446,KKK II,3.004514,101.720438,175.67,paving_stones,1.0,2.93,"[(3.004961, 101.721446), (3.004776, 101.721386), (3.004773, 101.721204), (3.004871, 101.721149), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438)]"
KAW II,3.004961,101.721446,KMP I,3.007385,101.721337,403.47,paved,1.1,6.11,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.007037, 101.721538), (3.007244, 101.721023), (3.007406, 101.721093), (3.007474, 101.721122), (3.007385, 101.721337)]"
KAW II,3.004961,101.721446,KMP II,3.004601,101.721031,128.75,paving_stones,1.0,2.15,"[(3.004961, 101.721446), (3.004776, 101.721386), (3.004773, 101.721204), (3.004871, 101.721149), (3.004978, 101.721146), (3.004847, 101.720894), (3.00482, 101.72091), (3.004601, 101.721031)]"
KAW II,3.004961,101.721446,KPM I,3.008275,101.721383,497.63,paved,1.1,7.54,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008275, 101.721383)]"
KAW II,3.004961,101.721446,KPM II,3.003631,101.71975,327.57,paving_stones,1.0,5.46,"[(3.004961, 101.721446), (3.004776, 101.721386), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.0044, 101.721169), (3.004387, 101.721145), (3.004269, 101.720904), (3.004269, 101.720811), (3.00427, 101.720713), (3.004201, 101.720668), (3.004177, 101.720652), (3.004179, 101.720175), (3.004176, 101.7201), (3.004172, 101.720023), (3.004, 101.720025), (3.00382, 101.720028), (3.003632, 101.720031), (3.003631, 101.71975)]"
KAW II,3.004961,101.721446,Library,3.004833,101.719575,303.09,paving_stones,1.0,5.05,"[(3.004961, 101.721446), (3.004776, 101.721386), (3.004773, 101.721204), (3.004871, 101.721149), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438), (3.004514, 101.720153), (3.004375, 101.720073), (3.004499, 101.719937), (3.004637, 101.719793), (3.004806, 101.719635), (3.004787, 101.719616), (3.004833, 101.719575)]"
KAW II,3.004961,101.721446,Tower Block,3.008645,101.721409,521.09,paved,1.1,7.9,"[(3.004961, 101.721446), (3.004975, 101.721407), (3.005208, 101.721289), (3.005268, 101.721152), (3.005437, 101.721222), (3.005457, 101.721179), (3.00568, 101.721268), (3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.007037, 101.721538), (3.007496, 101.721724), (3.007908, 101.721891), (3.008146, 101.721957), (3.008312, 101.721947), (3.008523, 101.721365), (3.008645, 101.721409)]"
KBP I (EAST),3.006915,101.720413,ACADEMIC BLOCK,3.005997,101.721394,193.95,concrete,1.3,2.49,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394)]"
KBP I (EAST),3.006915,101.720413,ADMINISTRATION BLOCK,3.006333,101.720479,85.66,concrete,1.3,1.1,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479)]"
KBP I (EAST),3.006915,101.720413,ION2,3.008366,101.72091,241.71,concrete,1.3,3.1,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008366, 101.72091)]"
KBP I (EAST),3.006915,101.720413,KAA I,3.006982,101.721075,100.67,concrete,1.3,1.29,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006883, 101.72068), (3.00676, 101.720992), (3.006839, 101.721022), (3.006982, 101.721075)]"
KBP I (EAST),3.006915,101.720413,KAA II,3.004261,101.721313,415.93,concrete,1.3,5.33,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004871, 101.721149), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.004368, 101.721258), (3.004333, 101.721276), (3.004296, 101.721295), (3.004261, 101.721313)]"
KBP I (EAST),3.006915,101.720413,KAW I,3.00676,101.720992,74.44,concrete,1.3,0.95,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006883, 101.72068), (3.00676, 101.720992)]"
KBP I (EAST),3.006915,101.720413,KAW II,3.004961,101.721446,333.91,concrete,1.3,4.28,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005208, 101.721289), (3.004975, 101.721407), (3.004961, 101.721446)]"
KBP I (EAST),3.006915,101.720413,KBP I (NORTH),3.007784,101.720685,170.52,concrete,1.3,2.19,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007784, 101.720685)]"
KBP I (EAST),3.006915,101.720413,KBP II,3.004822,101.722189,416.12,concrete,1.3,5.33,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005623, 101.721395), (3.005591, 101.721465), (3.005576, 101.721497), (3.005606, 101.72151), (3.00541, 101.721997), (3.005367, 101.721982), (3.005342, 101.722047), (3.005328, 101.722084), (3.005148, 101.722012), (3.004964, 101.721938), (3.004945, 101.721931), (3.004858, 101.722115), (3.004822, 101.722189)]"
KBP I (EAST),3.006915,101.720413,KEE I,3.007416,101.720382,132.88,concrete,1.3,1.7,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.00711, 101.720567), (3.007306, 101.720653), (3.007416, 101.720382)]"
KBP I (EAST),3.006915,101.720413,KEE II,3.004173,101.719735,454.64,concrete,1.3,5.83,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004775, 101.719439), (3.004752, 101.719438), (3.004503, 101.719438), (3.004432, 101.719437), (3.00437, 101.719436), (3.004174, 101.719433), (3.004173, 101.719735)]"
KBP I (EAST),3.006915,101.720413,KKA I,3.007845,101.72149,210.91,concrete,1.3,2.7,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.007845, 101.72149)]"
KBP I (EAST),3.006915,101.720413,KKA II,3.003791,101.720491,497.44,concrete,1.3,6.38,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.00427, 101.720713), (3.004201, 101.720668), (3.004177, 101.720652), (3.003789, 101.720644), (3.003791, 101.720491)]"
KBP I (EAST),3.006915,101.720413,KKK II,3.004514,101.720438,429.01,concrete,1.3,5.5,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438)]"
KBP I (EAST),3.006915,101.720413,KMP I,3.007385,101.721337,161.16,concrete,1.3,2.07,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.006972, 101.720904), (3.007191, 101.721), (3.007244, 101.721023), (3.007406, 101.721093), (3.007474, 101.721122), (3.007385, 101.721337)]"
KBP I (EAST),3.006915,101.720413,KMP II,3.004601,101.721031,382.09,concrete,1.3,4.9,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.00482, 101.72091), (3.004601, 101.721031)]"
KBP I (EAST),3.006915,101.720413,KPM I,3.008275,101.721383,221.77,concrete,1.3,2.84,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008275, 101.721383)]"
KBP I (EAST),3.006915,101.720413,KPM II,3.003631,101.71975,516.02,concrete,1.3,6.62,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004775, 101.719439), (3.004752, 101.719438), (3.004503, 101.719438), (3.004432, 101.719437), (3.00437, 101.719436), (3.004174, 101.719433), (3.004005, 101.719435), (3.003633, 101.719434), (3.003631, 101.71975)]"
KBP I (EAST),3.006915,101.720413,Library,3.004833,101.719575,358.25,concrete,1.3,4.59,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004881, 101.719533), (3.004833, 101.719575)]"
KBP I (EAST),3.006915,101.720413,Tower Block,3.008645,101.721409,249.72,concrete,1.3,3.2,"[(3.006915, 101.720413), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008403, 101.721323), (3.008523, 101.721365), (3.008645, 101.721409)]"
KBP I (NORTH),3.007784,101.720685,ACADEMIC BLOCK,3.005997,101.721394,306.42,concrete,1.3,3.93,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394)]"
KBP I (NORTH),3.007784,101.720685,ADMINISTRATION BLOCK,3.006333,101.720479,198.13,concrete,1.3,2.54,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479)]"
KBP I (NORTH),3.007784,101.720685,ION2,3.008366,101.72091,149.91,concrete,1.3,1.92,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008366, 101.72091)]"
KBP I (NORTH),3.007784,101.720685,KAA I,3.006982,101.721075,174.73,concrete,1.3,2.24,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.006972, 101.720904), (3.006899, 101.720874), (3.006839, 101.721022), (3.006982, 101.721075)]"
KBP I (NORTH),3.007784,101.720685,KAA II,3.004261,101.721313,528.4,concrete,1.3,6.77,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004871, 101.721149), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.004368, 101.721258), (3.004333, 101.721276), (3.004296, 101.721295), (3.004261, 101.721313)]"
KBP I (NORTH),3.007784,101.720685,KAW I,3.00676,101.720992,167.21,concrete,1.3,2.14,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.006972, 101.720904), (3.006899, 101.720874), (3.006839, 101.721022), (3.00676, 101.720992)]"
KBP I (NORTH),3.007784,101.720685,KAW II,3.004961,101.721446,446.38,concrete,1.3,5.72,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005208, 101.721289), (3.004975, 101.721407), (3.004961, 101.721446)]"
KBP I (NORTH),3.007784,101.720685,KBP I (EAST),3.006915,101.720413,170.52,concrete,1.3,2.19,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006915, 101.720413)]"
KBP I (NORTH),3.007784,101.720685,KBP II,3.004822,101.722189,528.59,concrete,1.3,6.78,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005623, 101.721395), (3.005591, 101.721465), (3.005576, 101.721497), (3.005606, 101.72151), (3.00541, 101.721997), (3.005367, 101.721982), (3.005342, 101.722047), (3.005328, 101.722084), (3.005148, 101.722012), (3.004964, 101.721938), (3.004945, 101.721931), (3.004858, 101.722115), (3.004822, 101.722189)]"
KBP I (NORTH),3.007784,101.720685,KEE I,3.007416,101.720382,143.11,concrete,1.3,1.83,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007543, 101.720759), (3.00734, 101.720668), (3.007334, 101.720665), (3.007306, 101.720653), (3.007416, 101.720382)]"
KBP I (NORTH),3.007784,101.720685,KEE II,3.004173,101.719735,567.11,concrete,1.3,7.27,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004775, 101.719439), (3.004752, 101.719438), (3.004503, 101.719438), (3.004432, 101.719437), (3.00437, 101.719436), (3.004174, 101.719433), (3.004173, 101.719735)]"
KBP I (NORTH),3.007784,101.720685,KKA I,3.007845,101.72149,119.1,concrete,1.3,1.53,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.007845, 101.72149)]"
KBP I (NORTH),3.007784,101.720685,KKA II,3.003791,101.720491,609.91,concrete,1.3,7.82,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.00427, 101.720713), (3.004201, 101.720668), (3.004177, 101.720652), (3.003789, 101.720644), (3.003791, 101.720491)]"
KBP I (NORTH),3.007784,101.720685,KKK II,3.004514,101.720438,541.48,concrete,1.3,6.94,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438)]"
KBP I (NORTH),3.007784,101.720685,KMP I,3.007385,101.721337,114.06,concrete,1.3,1.46,"[(3.007784, 101.720685), (3.00765, 101.721013), (3.007472, 101.720934), (3.007406, 101.721093), (3.007474, 101.721122), (3.007385, 101.721337)]"
