Start_Building,Start_Lat,Start_Lon,End_Building,End_Lat,End_Lon,Distance (m),Walking_Speed (m/s),ETA (min),Path,Terrain_concrete,Terrain_ground,Terrain_paved,Terrain_paving_stones
ACADEMIC BLOCK,3.005997,101.721394,ADMINISTRATION BLOCK,3.006333,101.720479,0.12041792621723946,1.3,0.10243902439024388,"[(3.005997, 101.721394), (3.006333, 101.720479)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,ION2,3.008366,101.72091,0.5156282100196637,1.3,0.4390243902439024,"[(3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008366, 101.72091)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KAA I,3.006982,101.721075,0.22497285240513018,1.3,0.19121951219512193,"[(3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.006827, 101.721453), (3.006941, 101.721179), (3.006982, 101.721075)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KAA II,3.004261,101.721313,0.2872509024740997,1.3,0.24487804878048783,"[(3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004871, 101.721149), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.004368, 101.721258), (3.004333, 101.721276), (3.004296, 101.721295), (3.004261, 101.721313)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KAW I,3.00676,101.720992,0.26230446394505913,1.3,0.22341463414634147,"[(3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.006827, 101.721453), (3.006689, 101.721399), (3.006839, 101.721022), (3.00676, 101.720992)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KAW II,3.004961,101.721446,0.16689167375928154,1.3,0.14146341463414636,"[(3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005208, 101.721289), (3.004975, 101.721407), (3.004961, 101.721446)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KBP I (EAST),3.006915,101.720413,0.24611862765239337,1.3,0.20975609756097563,"[(3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006915, 101.720413)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KBP I (NORTH),3.007784,101.720685,0.4111613300854049,1.3,0.35024390243902437,"[(3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007784, 101.720685)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KBP II,3.004822,101.722189,0.2875297156106008,1.3,0.24487804878048783,"[(3.005997, 101.721394), (3.00568, 101.721268), (3.005623, 101.721395), (3.005591, 101.721465), (3.005576, 101.721497), (3.005606, 101.72151), (3.00541, 101.721997), (3.005367, 101.721982), (3.005342, 101.722047), (3.005328, 101.722084), (3.005148, 101.722012), (3.004964, 101.721938), (3.004945, 101.721931), (3.004858, 101.722115), (3.004822, 101.722189)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KEE I,3.007416,101.720382,0.3559269803069879,1.3,0.3034146341463415,"[(3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.00711, 101.720567), (3.007306, 101.720653), (3.007416, 101.720382)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KEE II,3.004173,101.719735,0.4622575059431222,1.3,0.3931707317073171,"[(3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438), (3.004514, 101.720153), (3.004375, 101.720073), (3.004339, 101.72004), (3.004319, 101.720021), (3.004172, 101.720023), (3.004173, 101.719735)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KKA I,3.007845,101.72149,0.4704311331552843,1.3,0.4009756097560976,"[(3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.007845, 101.72149)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KKA II,3.003791,101.720491,0.4068617380330467,1.3,0.3463414634146341,"[(3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.00427, 101.720713), (3.004201, 101.720668), (3.004177, 101.720652), (3.003789, 101.720644), (3.003791, 101.720491)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KKK II,3.004514,101.720438,0.30644498576585566,1.3,0.2604878048780488,"[(3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KMP I,3.007385,101.721337,0.3481935843629853,1.3,0.2965853658536586,"[(3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.007037, 101.721538), (3.007244, 101.721023), (3.007406, 101.721093), (3.007474, 101.721122), (3.007385, 101.721337)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KMP II,3.004601,101.721031,0.23759281542570362,1.3,0.20195121951219513,"[(3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.00482, 101.72091), (3.004601, 101.721031)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KPM I,3.008275,101.721383,0.4863675050626597,1.3,0.41463414634146345,"[(3.005997, 101.721394), (3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008275, 101.721383)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,KPM II,3.003631,101.71975,0.5487482757608664,1.3,0.4673170731707317,"[(3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438), (3.004514, 101.720153), (3.004375, 101.720073), (3.004339, 101.72004), (3.004319, 101.720021), (3.004172, 101.720023), (3.004, 101.720025), (3.00382, 101.720028), (3.003632, 101.720031), (3.003631, 101.71975)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,Library,3.004833,101.719575,0.4934258797288176,1.3,0.4204878048780488,"[(3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438), (3.004514, 101.720153), (3.004375, 101.720073), (3.004499, 101.719937), (3.004637, 101.719793), (3.004806, 101.719635), (3.004787, 101.719616), (3.004833, 101.719575)]",1.0,0.0,0.0,0.0
ACADEMIC BLOCK,3.005997,101.721394,Tower Block,3.008645,101.721409,0.520808264608341,1.3,0.4439024390243902,"[(3.005997, 101.721394), (3.006686, 101.721655), (3.006671, 101.721697), (3.006763, 101.721731), (3.006848, 101.721528), (3.006873, 101.721471), (3.007037, 101.721538), (3.007496, 101.721724), (3.007908, 101.721891), (3.008146, 101.721957), (3.008312, 101.721947), (3.008523, 101.721365), (3.008645, 101.721409)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,ACADEMIC BLOCK,3.005997,101.721394,0.12041792621723946,1.3,0.10243902439024388,"[(3.006333, 101.720479), (3.005997, 101.721394)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,ION2,3.008366,101.72091,0.3567193965896751,1.3,0.3034146341463415,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008366, 101.72091)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KAA I,3.006982,101.721075,0.14973732867666484,1.3,0.12682926829268293,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.00676, 101.720992), (3.006839, 101.721022), (3.006982, 101.721075)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KAA II,3.004261,101.721313,0.4461597159040883,1.3,0.3795121951219512,"[(3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004871, 101.721149), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.004368, 101.721258), (3.004333, 101.721276), (3.004296, 101.721295), (3.004261, 101.721313)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KAW I,3.00676,101.720992,0.11126111583952103,1.3,0.09463414634146342,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.00676, 101.720992)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KAW II,3.004961,101.721446,0.3258004871892701,1.3,0.27707317073170734,"[(3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005208, 101.721289), (3.004975, 101.721407), (3.004961, 101.721446)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KBP I (EAST),3.006915,101.720413,0.08720981422240484,1.3,0.07414634146341464,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006915, 101.720413)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KBP I (NORTH),3.007784,101.720685,0.25225251665541626,1.3,0.21463414634146344,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007784, 101.720685)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KBP II,3.004822,101.722189,0.44643852904058934,1.3,0.3804878048780488,"[(3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005623, 101.721395), (3.005591, 101.721465), (3.005576, 101.721497), (3.005606, 101.72151), (3.00541, 101.721997), (3.005367, 101.721982), (3.005342, 101.722047), (3.005328, 101.722084), (3.005148, 101.722012), (3.004964, 101.721938), (3.004945, 101.721931), (3.004858, 101.722115), (3.004822, 101.722189)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KEE I,3.007416,101.720382,0.1970181668769994,1.3,0.1678048780487805,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.00711, 101.720567), (3.007306, 101.720653), (3.007416, 101.720382)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KEE II,3.004173,101.719735,0.5029642238722744,1.3,0.4282926829268293,"[(3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004775, 101.719439), (3.004752, 101.719438), (3.004503, 101.719438), (3.004432, 101.719437), (3.00437, 101.719436), (3.004174, 101.719433), (3.004173, 101.719735)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KKA I,3.007845,101.72149,0.31152231972529576,1.3,0.2653658536585366,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.007845, 101.72149)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KKA II,3.003791,101.720491,0.5657705514630352,1.3,0.4819512195121951,"[(3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.00427, 101.720713), (3.004201, 101.720668), (3.004177, 101.720652), (3.003789, 101.720644), (3.003791, 101.720491)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KKK II,3.004514,101.720438,0.4653537991958443,1.3,0.3960975609756098,"[(3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KMP I,3.007385,101.721337,0.2385173010888387,1.3,0.20292682926829267,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.006972, 101.720904), (3.007191, 101.721), (3.007244, 101.721023), (3.007406, 101.721093), (3.007474, 101.721122), (3.007385, 101.721337)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KMP II,3.004601,101.721031,0.3965016288556922,1.3,0.33756097560975606,"[(3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.00482, 101.72091), (3.004601, 101.721031)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KPM I,3.008275,101.721383,0.32745869163267105,1.3,0.27902439024390246,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008275, 101.721383)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,KPM II,3.003631,101.71975,0.5930355413377162,1.3,0.5053658536585365,"[(3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004775, 101.719439), (3.004752, 101.719438), (3.004503, 101.719438), (3.004432, 101.719437), (3.00437, 101.719436), (3.004174, 101.719433), (3.004005, 101.719435), (3.003633, 101.719434), (3.003631, 101.71975)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,Library,3.004833,101.719575,0.3615179174126141,1.3,0.30731707317073176,"[(3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004881, 101.719533), (3.004833, 101.719575)]",1.0,0.0,0.0,0.0
ADMINISTRATION BLOCK,3.006333,101.720479,Tower Block,3.008645,101.721409,0.36845889707392954,1.3,0.3141463414634147,"[(3.006333, 101.720479), (3.006589, 101.720572), (3.006814, 101.720654), (3.006883, 101.72068), (3.007036, 101.720743), (3.007031, 101.720755), (3.007255, 101.720848), (3.007472, 101.720934), (3.00765, 101.721013), (3.007757, 101.721061), (3.007843, 101.7211), (3.007979, 101.721155), (3.008179, 101.721234), (3.008229, 101.721254), (3.008312, 101.721289), (3.008403, 101.721323), (3.008523, 101.721365), (3.008645, 101.721409)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,ACADEMIC BLOCK,3.005997,101.721394,0.5156282100196637,1.3,0.4390243902439024,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,ADMINISTRATION BLOCK,3.006333,101.720479,0.3567193965896751,1.3,0.3034146341463415,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KAA I,3.006982,101.721075,0.3223960320488364,1.3,0.27414634146341466,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.006972, 101.720904), (3.006899, 101.720874), (3.006839, 101.721022), (3.006982, 101.721075)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KAA II,3.004261,101.721313,0.8413699997065126,1.3,0.7170731707317074,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004871, 101.721149), (3.004773, 101.721204), (3.004498, 101.721358), (3.00443, 101.721227), (3.004368, 101.721258), (3.004333, 101.721276), (3.004296, 101.721295), (3.004261, 101.721313)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KAW I,3.00676,101.720992,0.31134622721803185,1.3,0.2653658536585366,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.006972, 101.720904), (3.006899, 101.720874), (3.006839, 101.721022), (3.00676, 101.720992)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KAW II,3.004961,101.721446,0.7210107709916944,1.3,0.6146341463414634,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005208, 101.721289), (3.004975, 101.721407), (3.004961, 101.721446)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KBP I (EAST),3.006915,101.720413,0.3162034455433922,1.3,0.26926829268292685,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006915, 101.720413)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KBP I (NORTH),3.007784,101.720685,0.18149267748657294,1.3,0.15414634146341463,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007784, 101.720685)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KBP II,3.004822,101.722189,0.8416488128430135,1.3,0.7170731707317074,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005623, 101.721395), (3.005591, 101.721465), (3.005576, 101.721497), (3.005606, 101.72151), (3.00541, 101.721997), (3.005367, 101.721982), (3.005342, 101.722047), (3.005328, 101.722084), (3.005148, 101.722012), (3.004964, 101.721938), (3.004945, 101.721931), (3.004858, 101.722115), (3.004822, 101.722189)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KEE I,3.007416,101.720382,0.2759956563848208,1.3,0.2351219512195122,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007543, 101.720759), (3.00734, 101.720668), (3.007334, 101.720665), (3.007306, 101.720653), (3.007416, 101.720382)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KEE II,3.004173,101.719735,0.8981891820503037,1.3,0.7648780487804878,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.006475, 101.720115), (3.00617, 101.719995), (3.006102, 101.720021), (3.00608, 101.720018), (3.005989, 101.719843), (3.005873, 101.719817), (3.005818, 101.719721), (3.005852, 101.71965), (3.005415, 101.719485), (3.004903, 101.719439), (3.004775, 101.719439), (3.004752, 101.719438), (3.004503, 101.719438), (3.004432, 101.719437), (3.00437, 101.719436), (3.004174, 101.719433), (3.004173, 101.719735)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KKA I,3.007845,101.72149,0.12435065887946467,1.3,0.10536585365853657,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007845, 101.72149)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KKA II,3.003791,101.720491,0.9609808352654595,1.3,0.8185365853658537,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.00427, 101.720713), (3.004201, 101.720668), (3.004177, 101.720652), (3.003789, 101.720644), (3.003791, 101.720491)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KKK II,3.004514,101.720438,0.8605640829982684,1.3,0.7326829268292683,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007255, 101.720848), (3.007031, 101.720755), (3.007036, 101.720743), (3.006883, 101.72068), (3.006814, 101.720654), (3.006589, 101.720572), (3.006333, 101.720479), (3.005997, 101.721394), (3.00568, 101.721268), (3.005457, 101.721179), (3.005437, 101.721222), (3.005268, 101.721152), (3.005084, 101.721081), (3.004978, 101.721146), (3.004847, 101.720894), (3.004764, 101.720739), (3.004513, 101.720714), (3.004514, 101.720438)]",1.0,0.0,0.0,0.0
ION2,3.008366,101.72091,KMP I,3.007385,101.721337,0.23336659525137207,1.3,0.19902439024390242,"[(3.008366, 101.72091), (3.008229, 101.721254), (3.008179, 101.721234), (3.007979, 101.721155), (3.007843, 101.7211), (3.007757, 101.721061), (3.00765, 101.721013), (3.007472, 101.720934), (3.007406, 101.721093), (3.007474, 101.721122), (3.007385, 101.721337)]",1.0,0.0,0.0,0.0
